image_id,Archive,Caption,Description,Collection,Archive Subjects,Source URL,Keywords,Downloaded,In Lightroom,Metadata Attached
pho005494,UNLV Special Collections,"Cattle belonging to the United Cattle and Packing Company, Nevada: photographic print","From the Nye County, Nevada Photograph Collection (PH-00221) -- Series VII. Other areas in Nye County -- Subseries VII.H. Reed Family (Kawich Mountains, Nevada). One year, the company had one herd with 4,000 head in it. Dated 1920 to 1929 by the archive.","Nye County, Nevada Photograph Collection",Cattle,https://special.library.unlv.edu/ark:/62930/d1kh0j39m,Ranch; UNLV Special Collections,true,,
